box_quality_tag,box_status,candidate_type,code,commission,compact_kline_pass,entry_date,entry_price,exit_date,exit_price,exit_reason,intraday_stop_breach,net_profit,net_return,parameter_set_id,r_multiple,setup_id,signal_date,slippage,stop_loss_price,tail_path,tax,total_score,trade_id
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300539,10.0,False,2025-10-24,50.7507,2025-11-04,46.22373,STOP,False,-465.105145,-0.09164507,s6ps-71bdb4dbb9c5c096,-1.010327,s6setup-99d7bb8dad8b230a03d0,2025-10-23,0.096974,46.27,BOX,2.4081609999999998,65,s6trade-111dadb2150f773b8599
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300539,10.0,False,2025-10-27,50.79074,2025-11-04,46.08387,STOP,False,-483.088048,-0.09511341,s6ps-71bdb4dbb9c5c096,-1.009898,s6setup-a5a86bfd984507ceb868,2025-10-24,0.096875,46.13,BOX,2.401068,65,s6trade-7de9ea577536c7b42c5b
NONE,BOX_BREAKOUT_READY,READY_CANDIDATE,300568,10.0,False,2025-09-26,13.83382,2025-10-14,13.20678,STOP,False,-73.391376,-0.05305214,s6ps-71bdb4dbb9c5c096,-1.021537,s6setup-264b4fa1922eeea044ab,2025-09-25,0.027041,13.22,BOX,0.68738,88,s6trade-2db89973795107f3e028
NONE,BOX_STABLE,KEY_CANDIDATE,300576,10.0,False,2025-12-26,37.246209,2025-12-30,35.39457,STOP,False,-197.006262,-0.05289297,s6ps-71bdb4dbb9c5c096,-1.019508,s6setup-15d1643207f1e91ff9b0,2025-12-25,0.072641,35.43,BOX,1.84237,75,s6trade-64c25a797e670a87799f
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300600,10.0,False,2025-08-25,19.9199,2025-08-28,18.47151,STOP_GAP,False,-155.800968,-0.07821373,s6ps-71bdb4dbb9c5c096,-1.012931,s6setup-505fdc69398e03985840,2025-08-22,0.038391,18.49,BOX,0.961966,74,s6trade-4dd9635ec324dab80581
NONE,BOX_STABLE,WATCH_CANDIDATE,300603,10.0,False,2025-03-07,13.8138,2025-03-24,12.76722,STOP,False,-115.322948,-0.08348387,s6ps-71bdb4dbb9c5c096,-1.012362,s6setup-e4b882cc76f264f60fa3,2025-03-06,0.026581,12.78,BOX,0.6649419999999999,74,s6trade-89f0b0954c16d53e4ff8
BOX_COMPACT_READY,BOX_BREAKOUT_READY,KEY_CANDIDATE,300604,10.0,True,2025-10-22,83.3833,2025-11-17,77.05287,STOP,False,-647.056076,-0.0776002,s6ps-71bdb4dbb9c5c096,-1.012334,s6setup-de80a953d02eacc30e5d,2025-10-21,0.160436,77.13,BOX,4.013079,75,s6trade-79ce656632180446ab13
NONE,BOX_SUPPORT_READY,WATCH_CANDIDATE,300644,10.0,False,2025-08-22,37.79776,2025-08-27,35.22474,STOP,False,-269.136266,-0.07120429,s6ps-71bdb4dbb9c5c096,-1.013894,s6setup-0ad2951473f2b0d260d8,2025-08-21,0.073022,35.26,BOX,1.83426,80,s6trade-703a4e1f76a1c0042dd0
NONE,BOX_STABLE,KEY_CANDIDATE,300660,10.0,False,2024-12-26,40.06002,2025-01-03,37.01295,STOP,False,-316.634719,-0.07904008,s6ps-71bdb4dbb9c5c096,-1.012309,s6setup-82318e9097d5e2ae5a75,2024-12-25,0.077073,37.05,BOX,1.9277199999999999,76,s6trade-035c641f75397f3fdbf3
NONE,BOX_STABLE,WATCH_CANDIDATE,300688,10.0,False,2025-02-27,33.05302,2025-02-28,31.09887,STOP,False,-207.034102,-0.06263697,s6ps-71bdb4dbb9c5c096,-1.016188,s6setup-e033b3efa568999559ce,2025-02-26,0.064152,31.13,BOX,1.619096,72,s6trade-f7fe8ff72297e06dcad7
