evaluation_date,code,name,setup_id,candidate_type,candidate_event_id,candidate_event_sequence,first_candidate_date,first_executable_date,is_first_candidate_event,is_first_executable_event,entry_archetype
2025-03-07,688400,凌云光,s6setup-a10c49ad4f4a9fbf2286,KEY_CANDIDATE,s6event-d6fd01a0961d61c5ad09,1,2025-03-07,2025-03-07,True,True,SUPPORT_PULLBACK
2025-03-07,688466,金科环境,s6setup-6265561dc48fb2874b9e,KEY_CANDIDATE,s6event-b1b47d61e98afec01ef2,2,2025-03-05,2025-03-05,False,False,SUPPORT_PULLBACK
2025-03-07,688468,科美诊断,s6setup-abdc2d85fb6ae0c66461,KEY_CANDIDATE,s6event-cd663eb1c0b6b351ce96,2,2025-03-06,2025-03-07,False,True,SUPPORT_PULLBACK
2025-03-10,000948,南天信息,s6setup-bf5fe9b2633a0e197b51,WATCH_CANDIDATE,s6event-ae4e2e37047c942f1774,1,2025-03-10,2025-03-10,True,True,SUPPORT_PULLBACK
2025-03-10,002334,英威腾,s6setup-9573a2607c2d6860603b,WATCH_CANDIDATE,s6event-f8853e289a6b6252e2c6,1,2025-03-10,2025-03-10,True,True,SUPPORT_PULLBACK
2025-03-10,002518,科士达,s6setup-f206f39667a370bf3be5,WATCH_CANDIDATE,s6event-69b0cb3cbd448aa0c8e5,2,2025-03-07,2025-03-07,False,False,SUPPORT_PULLBACK
2025-03-10,002536,飞龙股份,s6setup-f1e5726770c12a03fc53,WATCH_CANDIDATE,s6event-7f39f03b95d86c2dca28,1,2025-03-10,2025-03-10,True,True,SUPPORT_PULLBACK
2025-03-10,002664,信质集团,s6setup-5aabe4ff777a59307a84,WATCH_CANDIDATE,s6event-c7b67be1f7d2bc738802,1,2025-03-10,2025-03-10,True,True,SUPPORT_PULLBACK
2025-03-10,002837,英维克,s6setup-1282cc1d601a891eee3b,WATCH_CANDIDATE,s6event-2db34b22840f9b598a64,1,2025-03-10,,True,False,NONE
2025-03-10,300124,汇川技术,s6setup-37ab076fbd8d138d9531,WATCH_CANDIDATE,s6event-0de3a7b3b489afc46e49,1,2025-03-10,,True,False,NONE
2025-03-10,301018,申菱环境,s6setup-7de0bc422549ebd1bf4f,KEY_CANDIDATE,s6event-4c48cddce9e0d50343a2,1,2025-03-10,2025-03-10,True,True,SUPPORT_PULLBACK
2025-03-10,301101,明月镜片,s6setup-0ba7938bc0abd5c5e782,WATCH_CANDIDATE,s6event-fda989e906891291bd04,1,2025-03-10,,True,False,NONE
2025-03-10,600143,金发科技,s6setup-e813f922d445d7fff884,KEY_CANDIDATE,s6event-79e66440755ed30d44d2,2,2025-03-07,2025-03-07,False,False,SUPPORT_PULLBACK
2025-03-10,601777,千里科技,s6setup-569de22093b0693f5a7b,WATCH_CANDIDATE,s6event-c9d2cb6a18c875d87a92,1,2025-03-10,2025-03-10,True,True,SUPPORT_PULLBACK
2025-03-10,603501,豪威集团,s6setup-3d291caa03eb71207405,KEY_CANDIDATE,s6event-caeba2f826388322f01d,3,2025-03-06,2025-03-07,False,False,SUPPORT_PULLBACK
2025-03-10,688272,富吉瑞,s6setup-fb7127c3a9b03473442b,KEY_CANDIDATE,s6event-d411dd2bc303482e48f9,1,2025-03-10,2025-03-10,True,True,SUPPORT_PULLBACK
2025-03-10,688400,凌云光,s6setup-a10c49ad4f4a9fbf2286,KEY_CANDIDATE,s6event-d6fd01a0961d61c5ad09,2,2025-03-07,2025-03-07,False,False,NONE
2025-03-10,688466,金科环境,s6setup-62f194e30b1b2d2fada4,KEY_CANDIDATE,s6event-b1b47d61e98afec01ef2,3,2025-03-05,2025-03-05,False,False,SUPPORT_PULLBACK
2025-03-11,000948,南天信息,s6setup-bf5fe9b2633a0e197b51,KEY_CANDIDATE,s6event-ae4e2e37047c942f1774,2,2025-03-10,2025-03-10,False,False,NONE
2025-03-11,002518,科士达,s6setup-2ce17238c2c01e4fa623,WATCH_CANDIDATE,s6event-69b0cb3cbd448aa0c8e5,3,2025-03-07,2025-03-07,False,False,SUPPORT_PULLBACK
2025-03-11,002536,飞龙股份,s6setup-cfe55e9a48cfc111937a,WATCH_CANDIDATE,s6event-7f39f03b95d86c2dca28,2,2025-03-10,2025-03-10,False,False,NONE
2025-03-11,002837,英维克,s6setup-eafbd7beab4fe5429946,WATCH_CANDIDATE,s6event-2db34b22840f9b598a64,2,2025-03-10,,False,False,NONE
2025-03-11,300124,汇川技术,s6setup-a3ddd2294c9714599d13,WATCH_CANDIDATE,s6event-0de3a7b3b489afc46e49,2,2025-03-10,2025-03-11,False,True,SUPPORT_PULLBACK
2025-03-11,300276,三丰智能,s6setup-cfdfc980247dba9596c3,KEY_CANDIDATE,s6event-6bdad12e7ca62d35a560,1,2025-03-11,,True,False,NONE
2025-03-11,300383,光环新网,s6setup-44e0c9033a1d6e65cc28,KEY_CANDIDATE,s6event-717f7c60804c3f35a62b,1,2025-03-11,2025-03-11,True,True,SUPPORT_PULLBACK
2025-03-11,300672,国科微,s6setup-53bbe2b1467590242655,WATCH_CANDIDATE,s6event-cf9334b6f5044ec03d90,3,2025-03-06,2025-03-06,False,False,SUPPORT_PULLBACK
2025-03-11,301018,申菱环境,s6setup-2ae58d8f9f65aa0ad013,KEY_CANDIDATE,s6event-4c48cddce9e0d50343a2,2,2025-03-10,2025-03-10,False,False,SUPPORT_PULLBACK
2025-03-11,301101,明月镜片,s6setup-d02b318eb42f11265766,WATCH_CANDIDATE,s6event-fda989e906891291bd04,2,2025-03-10,,False,False,NONE
2025-03-11,301238,瑞泰新材,s6setup-38d6d5119bdaf06abb39,WATCH_CANDIDATE,s6event-d7a72ac82c0a76dc76af,1,2025-03-11,2025-03-11,True,True,SUPPORT_PULLBACK
2025-03-11,600143,金发科技,s6setup-ce8fa1a557656f1f9aa3,WATCH_CANDIDATE,s6event-79e66440755ed30d44d2,3,2025-03-07,2025-03-07,False,False,SUPPORT_PULLBACK
2025-03-11,603915,国茂股份,s6setup-a268ff9470f36410b3b1,WATCH_CANDIDATE,s6event-5cc556dc797166998d59,1,2025-03-11,,True,False,NONE
2025-03-11,688041,海光信息,s6setup-9a7648a71876120ebaaf,KEY_CANDIDATE,s6event-c57e8dfa99461c914387,1,2025-03-11,,True,False,NONE
2025-03-11,688213,思特威,s6setup-cfd64463a895f91c7e92,WATCH_CANDIDATE,s6event-a16c6fd6365e5ec2f988,1,2025-03-11,,True,False,NONE
2025-03-11,688400,凌云光,s6setup-e30b6543c9a4f715fb66,WATCH_CANDIDATE,s6event-d6fd01a0961d61c5ad09,3,2025-03-07,2025-03-07,False,False,NONE
2025-03-11,688466,金科环境,s6setup-74bacd272ba85bd07fb0,KEY_CANDIDATE,s6event-b1b47d61e98afec01ef2,4,2025-03-05,2025-03-05,False,False,SUPPORT_PULLBACK
2025-03-12,002152,广电运通,s6setup-1a652941f4d2ba4d952d,KEY_CANDIDATE,s6event-30988e0ebcc3bcf790ea,1,2025-03-12,2025-03-12,True,True,SUPPORT_PULLBACK
2025-03-12,002334,英威腾,s6setup-9573a2607c2d6860603b,WATCH_CANDIDATE,s6event-f8853e289a6b6252e2c6,2,2025-03-10,2025-03-10,False,False,NONE
2025-03-12,002402,和而泰,s6setup-f5a9455758a7c2d37c34,WATCH_CANDIDATE,s6event-57723a093a645c375d2d,1,2025-03-12,,True,False,NONE
2025-03-12,002536,飞龙股份,s6setup-9dd30987d243c86137a3,WATCH_CANDIDATE,s6event-7f39f03b95d86c2dca28,3,2025-03-10,2025-03-10,False,False,SUPPORT_PULLBACK
2025-03-12,300065,海兰信,s6setup-7ad83946d6b5e7a18b02,KEY_CANDIDATE,s6event-a4fd482f47647be76689,1,2025-03-12,2025-03-12,True,True,SUPPORT_PULLBACK
2025-03-12,300276,三丰智能,s6setup-a2e8f236483f82aaa623,KEY_CANDIDATE,s6event-6bdad12e7ca62d35a560,2,2025-03-11,2025-03-12,False,True,SUPPORT_PULLBACK
2025-03-12,300307,慈星股份,s6setup-c4931d99b7cb67258402,WATCH_CANDIDATE,s6event-31d02eb60f8c6a6014c3,2,2025-03-06,2025-03-06,False,False,SUPPORT_PULLBACK
2025-03-12,300602,飞荣达,s6setup-70826988a04612db155f,WATCH_CANDIDATE,s6event-ee55bf849dccf9f63e2f,1,2025-03-12,,True,False,NONE
2025-03-12,300846,首都在线,s6setup-e638d1e29bfa0e8b492d,KEY_CANDIDATE,s6event-7d638298379559953087,1,2025-03-12,2025-03-12,True,True,SUPPORT_PULLBACK
2025-03-12,600143,金发科技,s6setup-32ff951c8a2e04623c92,WATCH_CANDIDATE,s6event-79e66440755ed30d44d2,4,2025-03-07,2025-03-07,False,False,SUPPORT_PULLBACK
2025-03-12,688213,思特威,s6setup-e587c432324694e3816e,WATCH_CANDIDATE,s6event-a16c6fd6365e5ec2f988,2,2025-03-11,2025-03-12,False,True,SUPPORT_PULLBACK
2025-03-12,688400,凌云光,s6setup-e30b6543c9a4f715fb66,KEY_CANDIDATE,s6event-d6fd01a0961d61c5ad09,4,2025-03-07,2025-03-07,False,False,SUPPORT_PULLBACK
2025-03-12,688722,同益中,s6setup-7d4617d1763b1294ea24,WATCH_CANDIDATE,s6event-c59323939099ede9b45d,1,2025-03-12,2025-03-12,True,True,SUPPORT_PULLBACK
2025-03-13,002152,广电运通,s6setup-1a652941f4d2ba4d952d,KEY_CANDIDATE,s6event-30988e0ebcc3bcf790ea,2,2025-03-12,2025-03-12,False,False,SUPPORT_PULLBACK
2025-03-13,002334,英威腾,s6setup-9573a2607c2d6860603b,WATCH_CANDIDATE,s6event-f8853e289a6b6252e2c6,3,2025-03-10,2025-03-10,False,False,SUPPORT_PULLBACK
2025-03-13,002517,恺英网络,s6setup-efbec065a0e63a0e65f3,KEY_CANDIDATE,s6event-0caab65fc5abd404952e,3,2025-02-26,2025-03-13,False,True,SUPPORT_PULLBACK
2025-03-13,300124,汇川技术,s6setup-5f1e06d6e268d09e8023,WATCH_CANDIDATE,s6event-0de3a7b3b489afc46e49,3,2025-03-10,2025-03-11,False,False,SUPPORT_PULLBACK
2025-03-13,300383,光环新网,s6setup-44e0c9033a1d6e65cc28,KEY_CANDIDATE,s6event-717f7c60804c3f35a62b,2,2025-03-11,2025-03-11,False,False,SUPPORT_PULLBACK
2025-03-13,688041,海光信息,s6setup-39e835b206d36a70c71e,KEY_CANDIDATE,s6event-c57e8dfa99461c914387,2,2025-03-11,2025-03-13,False,True,SUPPORT_PULLBACK
2025-03-13,688116,天奈科技,s6setup-f3f4c3e098a92dd7a8a7,WATCH_CANDIDATE,s6event-34156e5518c1928e93ec,1,2025-03-13,2025-03-13,True,True,SUPPORT_PULLBACK
2025-03-13,688466,金科环境,s6setup-729dc03dd333692f47b0,KEY_CANDIDATE,s6event-b1b47d61e98afec01ef2,5,2025-03-05,2025-03-05,False,False,SUPPORT_PULLBACK
2025-03-13,688611,杭州柯林,s6setup-26e7e31a7ac13a6c69e4,WATCH_CANDIDATE,s6event-271998c0c3bdbe325d19,1,2025-03-13,2025-03-13,True,True,SUPPORT_PULLBACK
2025-03-13,689009,九号公司,s6setup-02d7326cfc51e8d6b2de,WATCH_CANDIDATE,s6event-4816ce8900b9d273cf0f,1,2025-03-13,2025-03-13,True,True,SUPPORT_PULLBACK
2025-03-14,001309,德明利,s6setup-65cc2cee22d5d9c46cf7,WATCH_CANDIDATE,s6event-e1e8a3a4b6b6347a53f0,1,2025-03-14,2025-03-14,True,True,SUPPORT_PULLBACK
2025-03-14,002139,拓邦股份,s6setup-a395f4053d44b2b95a38,WATCH_CANDIDATE,s6event-0aa69f76018ab02a5392,1,2025-03-14,2025-03-14,True,True,SUPPORT_PULLBACK
2025-03-14,002602,世纪华通,s6setup-8a6a27bd74f29483a17c,WATCH_CANDIDATE,s6event-b23cc22021b0d97c0df8,1,2025-03-14,,True,False,NONE
2025-03-14,301165,锐捷网络,s6setup-660eb4bcfb0bb97473c2,WATCH_CANDIDATE,s6event-ad2c8dd4d7ad696b600a,1,2025-03-14,,True,False,NONE
2025-03-14,301308,江波龙,s6setup-10c6f89509a55b7c641f,WATCH_CANDIDATE,s6event-2c60d5a3f8e5e2a8bc66,1,2025-03-14,2025-03-14,True,True,SUPPORT_PULLBACK
2025-03-14,688103,国力电子,s6setup-460d5619c1ccd0b42ede,WATCH_CANDIDATE,s6event-3f254eb9175e7d7a2673,1,2025-03-14,,True,False,NONE
2025-03-14,688116,天奈科技,s6setup-f3f4c3e098a92dd7a8a7,WATCH_CANDIDATE,s6event-34156e5518c1928e93ec,2,2025-03-13,2025-03-13,False,False,SUPPORT_PULLBACK
2025-03-14,688466,金科环境,s6setup-9cbc88c67d20123c55a0,WATCH_CANDIDATE,s6event-b1b47d61e98afec01ef2,6,2025-03-05,2025-03-05,False,False,NONE
2025-03-17,300007,汉威科技,s6setup-c6f59562fc29e1b7aa0f,WATCH_CANDIDATE,s6event-b0389bd6e1ecc3550b7b,1,2025-03-17,,True,False,NONE
2025-03-17,300035,中科电气,s6setup-3851eef3d0ecff5bba32,KEY_CANDIDATE,s6event-968ed71f5dd296699d09,1,2025-03-17,,True,False,NONE
2025-03-17,300473,德尔股份,s6setup-4269b9bb4f194278f827,WATCH_CANDIDATE,s6event-18d2afd050a77c4b0209,1,2025-03-17,2025-03-17,True,True,SUPPORT_PULLBACK
2025-03-17,300503,昊志机电,s6setup-b365884df694ce2f0407,WATCH_CANDIDATE,s6event-2c56416ec280ba8ac8e8,1,2025-03-17,2025-03-17,True,True,SUPPORT_PULLBACK
2025-03-17,300687,赛意信息,s6setup-babc61c53c3fbd5dbdd9,KEY_CANDIDATE,s6event-77b00d1e628ab8e77512,1,2025-03-17,2025-03-17,True,True,SUPPORT_PULLBACK
2025-03-17,301308,江波龙,s6setup-76e7dc0279f16bacf0cd,WATCH_CANDIDATE,s6event-2c60d5a3f8e5e2a8bc66,2,2025-03-14,2025-03-14,False,False,NONE
2025-03-17,603496,恒为科技,s6setup-57487f4860bdd0246506,KEY_CANDIDATE,s6event-fe1d618f877150f377e6,1,2025-03-17,2025-03-17,True,True,SUPPORT_PULLBACK
2025-03-17,688103,国力电子,s6setup-62e204826e22d40919f8,KEY_CANDIDATE,s6event-3f254eb9175e7d7a2673,2,2025-03-14,2025-03-17,False,True,SUPPORT_PULLBACK
2025-03-17,688116,天奈科技,s6setup-f3f4c3e098a92dd7a8a7,WATCH_CANDIDATE,s6event-34156e5518c1928e93ec,3,2025-03-13,2025-03-13,False,False,SUPPORT_PULLBACK
2025-03-17,688428,诺诚健华,s6setup-ec7b7291a38d04bcf218,KEY_CANDIDATE,s6event-8d422b58846141ec2975,1,2025-03-17,2025-03-17,True,True,SUPPORT_PULLBACK
2025-03-18,002414,高德红外,s6setup-9eb0785d7e71d7a4ffb1,WATCH_CANDIDATE,s6event-591fd36cf3bc7862faec,1,2025-03-18,2025-03-18,True,True,SUPPORT_PULLBACK
2025-03-18,300473,德尔股份,s6setup-18307867e16b3953aa40,WATCH_CANDIDATE,s6event-18d2afd050a77c4b0209,2,2025-03-17,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-18,301308,江波龙,s6setup-76e7dc0279f16bacf0cd,WATCH_CANDIDATE,s6event-2c60d5a3f8e5e2a8bc66,3,2025-03-14,2025-03-14,False,False,SUPPORT_PULLBACK
2025-03-18,603496,恒为科技,s6setup-e9040e7f92b0891f1911,WATCH_CANDIDATE,s6event-fe1d618f877150f377e6,2,2025-03-17,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-18,688070,纵横股份,s6setup-414023d3ba4d311ce03e,WATCH_CANDIDATE,s6event-93390cd60687dc8b45e7,1,2025-03-18,2025-03-18,True,True,SUPPORT_PULLBACK
2025-03-18,688103,国力电子,s6setup-460d5619c1ccd0b42ede,WATCH_CANDIDATE,s6event-3f254eb9175e7d7a2673,3,2025-03-14,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-18,688114,华大智造,s6setup-0cd9198cac2957d72afb,WATCH_CANDIDATE,s6event-0bcac81f587051a7acbc,1,2025-03-18,2025-03-18,True,True,SUPPORT_PULLBACK
2025-03-18,688116,天奈科技,s6setup-f3f4c3e098a92dd7a8a7,KEY_CANDIDATE,s6event-34156e5518c1928e93ec,4,2025-03-13,2025-03-13,False,False,SUPPORT_PULLBACK
2025-03-18,688428,诺诚健华,s6setup-7fc4a65be0b689d9920c,KEY_CANDIDATE,s6event-8d422b58846141ec2975,2,2025-03-17,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-18,688611,杭州柯林,s6setup-a7e02101c7f032c59cc9,WATCH_CANDIDATE,s6event-271998c0c3bdbe325d19,2,2025-03-13,2025-03-13,False,False,SUPPORT_PULLBACK
2025-03-19,002414,高德红外,s6setup-e79fa17af18d8e91488d,WATCH_CANDIDATE,s6event-591fd36cf3bc7862faec,2,2025-03-18,2025-03-18,False,False,SUPPORT_PULLBACK
2025-03-19,002582,好想你,s6setup-a64be5b2f42331849268,WATCH_CANDIDATE,s6event-789798dcb97412e96995,1,2025-03-19,2025-03-19,True,True,SUPPORT_PULLBACK
2025-03-19,300473,德尔股份,s6setup-18307867e16b3953aa40,WATCH_CANDIDATE,s6event-18d2afd050a77c4b0209,3,2025-03-17,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-19,300870,欧陆通,s6setup-22eb66334993fd01e02f,WATCH_CANDIDATE,s6event-a48e853f7721c8a6d22d,1,2025-03-19,2025-03-19,True,True,SUPPORT_PULLBACK
2025-03-19,600114,东睦股份,s6setup-a49725eba065cb5dc455,WATCH_CANDIDATE,s6event-1d01534ae2f3f63c867b,1,2025-03-19,2025-03-19,True,True,SUPPORT_PULLBACK
2025-03-19,603496,恒为科技,s6setup-e9040e7f92b0891f1911,KEY_CANDIDATE,s6event-fe1d618f877150f377e6,3,2025-03-17,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-19,603583,捷昌驱动,s6setup-2b680aec3ac2ae09d9cb,WATCH_CANDIDATE,s6event-f516f030efa4a0da832e,1,2025-03-19,2025-03-19,True,True,SUPPORT_PULLBACK
2025-03-19,603887,城地香江,s6setup-1d43275aa4335d06764a,WATCH_CANDIDATE,s6event-f63caa52a63f0a4cdb1f,1,2025-03-19,,True,False,NONE
2025-03-19,688081,兴图新科,s6setup-e68d61bcf0d2acd44105,WATCH_CANDIDATE,s6event-c6de2a4246f2d3ab5bf4,1,2025-03-19,,True,False,NONE
2025-03-19,688103,国力电子,s6setup-460d5619c1ccd0b42ede,KEY_CANDIDATE,s6event-3f254eb9175e7d7a2673,4,2025-03-14,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-19,688114,华大智造,s6setup-0cd9198cac2957d72afb,WATCH_CANDIDATE,s6event-0bcac81f587051a7acbc,2,2025-03-18,2025-03-18,False,False,NONE
2025-03-19,688266,泽璟制药,s6setup-eb2c77ff2d313ed90396,WATCH_CANDIDATE,s6event-c86fdd9d63c68d1f08a1,1,2025-03-19,,True,False,NONE
2025-03-19,688428,诺诚健华,s6setup-fb0c092ba8b95d201733,KEY_CANDIDATE,s6event-8d422b58846141ec2975,3,2025-03-17,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-20,300183,东软载波,s6setup-314c58c296b156d1537c,KEY_CANDIDATE,s6event-bd3c7d516658b72871e1,1,2025-03-20,2025-03-20,True,True,SUPPORT_PULLBACK
2025-03-20,300738,奥飞数据,s6setup-d192d8a6fa45f6875f3a,KEY_CANDIDATE,s6event-2fb2bf745613ad401332,1,2025-03-20,2025-03-20,True,True,SUPPORT_PULLBACK
2025-03-20,300777,中简科技,s6setup-ea5a0a3dcfe8be19d0c6,KEY_CANDIDATE,s6event-1033cc398e52d4f5ec1f,1,2025-03-20,2025-03-20,True,True,SUPPORT_PULLBACK
2025-03-20,300870,欧陆通,s6setup-560e869d0aba56ceeec8,WATCH_CANDIDATE,s6event-a48e853f7721c8a6d22d,2,2025-03-19,2025-03-19,False,False,NONE
2025-03-20,603887,城地香江,s6setup-1d43275aa4335d06764a,WATCH_CANDIDATE,s6event-f63caa52a63f0a4cdb1f,2,2025-03-19,2025-03-20,False,True,SUPPORT_PULLBACK
2025-03-20,688266,泽璟制药,s6setup-6efad0bc55ebf522decc,WATCH_CANDIDATE,s6event-c86fdd9d63c68d1f08a1,2,2025-03-19,,False,False,NONE
2025-03-20,688428,诺诚健华,s6setup-76060df902c86edffba2,KEY_CANDIDATE,s6event-8d422b58846141ec2975,4,2025-03-17,2025-03-17,False,False,SUPPORT_PULLBACK
2025-03-21,300777,中简科技,s6setup-87dda88ed4214ac5df61,KEY_CANDIDATE,s6event-1033cc398e52d4f5ec1f,2,2025-03-20,2025-03-20,False,False,SUPPORT_PULLBACK
2025-03-21,688266,泽璟制药,s6setup-01498b9e96072f6812f1,WATCH_CANDIDATE,s6event-c86fdd9d63c68d1f08a1,3,2025-03-19,,False,False,NONE
2025-03-24,601881,XD中国银,s6setup-da407f8d08dd81c247b6,KEY_CANDIDATE,s6event-3501936aeb913a60abe6,1,2025-03-24,,True,False,NONE
2025-03-24,688266,泽璟制药,s6setup-01498b9e96072f6812f1,KEY_CANDIDATE,s6event-c86fdd9d63c68d1f08a1,4,2025-03-19,2025-03-24,False,True,SUPPORT_PULLBACK
2025-03-25,300035,中科电气,s6setup-3c5e0aed12a341c184e7,WATCH_CANDIDATE,s6event-968ed71f5dd296699d09,2,2025-03-17,2025-03-25,False,True,SUPPORT_PULLBACK
2025-03-25,300469,信息发展,s6setup-b1cf7e1a90a3897814cc,WATCH_CANDIDATE,s6event-47054235d680449e42f1,1,2025-03-25,2025-03-25,True,True,SUPPORT_PULLBACK
2025-03-25,688700,东威科技,s6setup-612c755c54dd8f6408e8,WATCH_CANDIDATE,s6event-005aadb3a3fc47c27fe2,1,2025-03-25,2025-03-25,True,True,SUPPORT_PULLBACK
2025-03-26,300035,中科电气,s6setup-3c5e0aed12a341c184e7,WATCH_CANDIDATE,s6event-968ed71f5dd296699d09,3,2025-03-17,2025-03-25,False,False,SUPPORT_PULLBACK
2025-03-27,689009,九号公司,s6setup-86f7690a6c97e1935a47,WATCH_CANDIDATE,s6event-4816ce8900b9d273cf0f,2,2025-03-13,2025-03-13,False,False,NONE
2025-03-28,300258,精锻科技,s6setup-067f3d614b1a9b2ca067,WATCH_CANDIDATE,s6event-863b0e3fe1db61dcc232,1,2025-03-28,2025-03-28,True,True,SUPPORT_PULLBACK
2025-03-28,689009,九号公司,s6setup-5f57b574130e3f4093b4,WATCH_CANDIDATE,s6event-4816ce8900b9d273cf0f,3,2025-03-13,2025-03-13,False,False,NONE
2025-03-31,689009,九号公司,s6setup-02d7326cfc51e8d6b2de,WATCH_CANDIDATE,s6event-4816ce8900b9d273cf0f,4,2025-03-13,2025-03-13,False,False,NONE
2025-04-01,688521,芯原股份,s6setup-919c1bd1592da18d9049,WATCH_CANDIDATE,s6event-ab1ffba7680b456636dd,1,2025-04-01,2025-04-01,True,True,SUPPORT_PULLBACK
2025-04-02,603678,火炬电子,s6setup-54b2a559c7ad59b371ae,WATCH_CANDIDATE,s6event-94dcbe367b589db19041,1,2025-04-02,2025-04-02,True,True,SUPPORT_PULLBACK
2025-04-03,000997,新 大 陆,s6setup-1e2d25294585f6e19ab8,WATCH_CANDIDATE,s6event-1b150ed92b8b87159ba1,1,2025-04-03,2025-04-03,True,True,SUPPORT_PULLBACK
2025-04-03,603678,火炬电子,s6setup-ff30d4f93e8b818443fb,WATCH_CANDIDATE,s6event-94dcbe367b589db19041,2,2025-04-02,2025-04-02,False,False,SUPPORT_PULLBACK
2025-04-14,688178,万德斯,s6setup-2e2e62f8c57148f33f36,WATCH_CANDIDATE,s6event-2a4b168067d38b89217c,1,2025-04-14,2025-04-14,True,True,SUPPORT_PULLBACK
2025-04-15,688178,万德斯,s6setup-d6572d299243798c5c79,WATCH_CANDIDATE,s6event-2a4b168067d38b89217c,2,2025-04-14,2025-04-14,False,False,SUPPORT_PULLBACK
2025-04-21,688186,广大特材,s6setup-981db2cb4cbb2d4ee947,WATCH_CANDIDATE,s6event-80150eaf4f8467150511,1,2025-04-21,,True,False,NONE
2025-04-21,688776,国光电气,s6setup-b862b5109c23c838ff8a,WATCH_CANDIDATE,s6event-d8e0757f2196e5711ec5,1,2025-04-21,2025-04-21,True,True,SUPPORT_PULLBACK
2025-04-22,000876,新 希 望,s6setup-76e1598d90c3acec1fdc,WATCH_CANDIDATE,s6event-b7a1e45588db1141bd87,1,2025-04-22,2025-04-22,True,True,SUPPORT_PULLBACK
2025-04-23,688580,伟思医疗,s6setup-641baa10d8724eb28812,WATCH_CANDIDATE,s6event-7e3db1218746ad738bf6,1,2025-04-23,2025-04-23,True,True,SUPPORT_PULLBACK
2025-04-24,605499,东鹏饮料,s6setup-2b970302ad49532611b6,WATCH_CANDIDATE,s6event-7f9e330fe30fd8af58f3,1,2025-04-24,2025-04-24,True,True,SUPPORT_PULLBACK
2025-04-24,688065,凯赛生物,s6setup-69910d5c6bd94a133606,WATCH_CANDIDATE,s6event-5e1761657d3552c1ecbf,1,2025-04-24,,True,False,NONE
2025-04-25,688065,凯赛生物,s6setup-69910d5c6bd94a133606,WATCH_CANDIDATE,s6event-5e1761657d3552c1ecbf,2,2025-04-24,,False,False,NONE
2025-05-06,300723,一品红,s6setup-9e030ba86f6a41585748,KEY_CANDIDATE,s6event-1d8c63a125c2fb56ce8b,1,2025-05-06,2025-05-06,True,True,SUPPORT_PULLBACK
2025-05-06,688600,皖仪科技,s6setup-8f1482991fd6d89ad23a,WATCH_CANDIDATE,s6event-b22cb2c2ac82aa89d0e3,1,2025-05-06,,True,False,NONE
2025-05-07,300723,一品红,s6setup-9e030ba86f6a41585748,KEY_CANDIDATE,s6event-1d8c63a125c2fb56ce8b,2,2025-05-06,2025-05-06,False,False,SUPPORT_PULLBACK
2025-05-07,688600,皖仪科技,s6setup-c7c68dc7bdbd306bc2fc,WATCH_CANDIDATE,s6event-b22cb2c2ac82aa89d0e3,2,2025-05-06,,False,False,NONE
2025-05-08,688600,皖仪科技,s6setup-c7c68dc7bdbd306bc2fc,WATCH_CANDIDATE,s6event-b22cb2c2ac82aa89d0e3,3,2025-05-06,2025-05-08,False,True,SUPPORT_PULLBACK
2025-05-09,001212,中旗新材,s6setup-3d692b717827051456f1,WATCH_CANDIDATE,s6event-e76a168f29eb30f66638,1,2025-05-09,2025-05-09,True,True,SUPPORT_PULLBACK
2025-05-13,688117,圣诺生物,s6setup-45220c57334d58bf17cd,WATCH_CANDIDATE,s6event-d536845cf482c8e026b2,1,2025-05-13,2025-05-13,True,True,SUPPORT_PULLBACK
2025-05-13,688501,青达环保,s6setup-dfe520807e0db502e5f0,WATCH_CANDIDATE,s6event-c50ea905b0c2099df22f,1,2025-05-13,,True,False,NONE
2025-05-14,688501,青达环保,s6setup-dfe520807e0db502e5f0,WATCH_CANDIDATE,s6event-c50ea905b0c2099df22f,2,2025-05-13,2025-05-14,False,True,SUPPORT_PULLBACK
2025-05-15,688501,青达环保,s6setup-dfe520807e0db502e5f0,WATCH_CANDIDATE,s6event-c50ea905b0c2099df22f,3,2025-05-13,2025-05-14,False,False,SUPPORT_PULLBACK
2025-05-16,688501,青达环保,s6setup-0f91ffcd59c0cb319b88,WATCH_CANDIDATE,s6event-c50ea905b0c2099df22f,4,2025-05-13,2025-05-14,False,False,SUPPORT_PULLBACK
2025-05-19,300353,东土科技,s6setup-ca9f5bb3325d84899bbd,WATCH_CANDIDATE,s6event-f78d254a9bbca2ba4a6d,1,2025-05-19,,True,False,NONE
2025-05-19,688093,世华科技,s6setup-41bcdfb7e197b5fb367a,KEY_CANDIDATE,s6event-8143b4f86201cfed3a12,1,2025-05-19,2025-05-19,True,True,SUPPORT_PULLBACK
