evaluation_date,code,name,setup_id,candidate_type,candidate_event_id,candidate_event_sequence,first_candidate_date,first_executable_date,is_first_candidate_event,is_first_executable_event,entry_archetype
2025-07-29,600267,海正药业,s6setup-26c625d3baf9fe440cdf,KEY_CANDIDATE,s6event-e0d2fe85c518860ae7da,1,2025-07-29,2025-07-29,True,True,SUPPORT_PULLBACK
2025-07-29,600698,湖南天雁,s6setup-4f3f2cc081b7d9f2d7f2,KEY_CANDIDATE,s6event-3c420544d6c27918b64d,1,2025-07-29,,True,False,NONE
2025-07-29,688117,圣诺生物,s6setup-f6f7025a60edbf05d598,WATCH_CANDIDATE,s6event-431bbfdc7058cfbe558c,1,2025-07-29,,True,False,NONE
2025-07-29,688382,益方生物,s6setup-60835cee0f3698187eeb,WATCH_CANDIDATE,s6event-6c8eb73eca5abb58739a,2,2025-07-28,2025-07-28,False,False,NONE
2025-07-30,002716,湖南白银,s6setup-eec3a4d42e6b845df250,WATCH_CANDIDATE,s6event-535b29e42222598c7e82,1,2025-07-30,2025-07-30,True,True,SUPPORT_PULLBACK
2025-07-30,688117,圣诺生物,s6setup-f6f7025a60edbf05d598,WATCH_CANDIDATE,s6event-431bbfdc7058cfbe558c,2,2025-07-29,,False,False,NONE
2025-07-30,688265,南模生物,s6setup-280cc84c2c7d58f57f2b,WATCH_CANDIDATE,s6event-fa14b46878be4174c5bf,1,2025-07-30,2025-07-30,True,True,SUPPORT_PULLBACK
2025-07-30,688382,益方生物,s6setup-60835cee0f3698187eeb,WATCH_CANDIDATE,s6event-6c8eb73eca5abb58739a,3,2025-07-28,2025-07-28,False,False,SUPPORT_PULLBACK
2025-07-30,688428,诺诚健华,s6setup-d952d452209891ee0557,WATCH_CANDIDATE,s6event-266bc72de3069a809d84,1,2025-07-30,2025-07-30,True,True,SUPPORT_PULLBACK
2025-07-31,601519,大智慧,s6setup-a60ecf27e93ba5fe66e2,KEY_CANDIDATE,s6event-1abdaa3956b6321bb6fe,1,2025-07-31,2025-07-31,True,True,SUPPORT_PULLBACK
2025-07-31,688143,长盈通,s6setup-188a77f6c471cdcc4c16,WATCH_CANDIDATE,s6event-4653b1381fb97081fef4,2,2025-07-10,2025-07-10,False,False,SUPPORT_PULLBACK
2025-07-31,688265,南模生物,s6setup-d8fb30d6f0a575a4fe36,WATCH_CANDIDATE,s6event-fa14b46878be4174c5bf,2,2025-07-30,2025-07-30,False,False,SUPPORT_PULLBACK
2025-08-01,000989,九芝堂,s6setup-d71494a0ad33658203ce,KEY_CANDIDATE,s6event-84d67e3c1adf35c7bd96,2,2025-07-29,2025-07-29,False,False,SUPPORT_PULLBACK
2025-08-01,002121,科陆电子,s6setup-7c504b256b2719dc9fca,WATCH_CANDIDATE,s6event-4bb2627d33a4a91a9edd,1,2025-08-01,,True,False,NONE
2025-08-01,688307,中润光学,s6setup-810023653f14ef16bf66,WATCH_CANDIDATE,s6event-779cc4d792e160e1fb16,1,2025-08-01,,True,False,NONE
2025-08-04,000989,九芝堂,s6setup-d71494a0ad33658203ce,KEY_CANDIDATE,s6event-84d67e3c1adf35c7bd96,3,2025-07-29,2025-07-29,False,False,SUPPORT_PULLBACK
2025-08-04,002167,东方锆业,s6setup-2db78dd56c59ceb70947,WATCH_CANDIDATE,s6event-f81d91ebd4a1706c785d,1,2025-08-04,,True,False,NONE
2025-08-04,002550,千红制药,s6setup-1d8cce98bcfe1a142389,WATCH_CANDIDATE,s6event-9f09b6054cf81a6d5556,1,2025-08-04,2025-08-04,True,True,SUPPORT_PULLBACK
2025-08-04,002716,湖南白银,s6setup-f3c82aa895561e3aa7ff,READY_CANDIDATE,s6event-535b29e42222598c7e82,2,2025-07-30,2025-07-30,False,False,SUPPORT_PULLBACK
2025-08-04,688117,圣诺生物,s6setup-43d0b6c04e4fe7863f8f,KEY_CANDIDATE,s6event-431bbfdc7058cfbe558c,3,2025-07-29,2025-08-04,False,True,SUPPORT_PULLBACK
2025-08-04,688307,中润光学,s6setup-4dd4473fe082601640c3,WATCH_CANDIDATE,s6event-779cc4d792e160e1fb16,2,2025-08-01,,False,False,NONE
2025-08-05,002550,千红制药,s6setup-1d8cce98bcfe1a142389,WATCH_CANDIDATE,s6event-9f09b6054cf81a6d5556,2,2025-08-04,2025-08-04,False,False,SUPPORT_PULLBACK
2025-08-05,600751,海航科技,s6setup-c9a7c7446fa693b596db,WATCH_CANDIDATE,s6event-7ca1571b84c1a71e7513,1,2025-08-05,,True,False,NONE
2025-08-05,601208,东材科技,s6setup-943aee4145a0956ad753,WATCH_CANDIDATE,s6event-0ff0211087397253edce,1,2025-08-05,,True,False,NONE
2025-08-05,601868,中国能建,s6setup-dd77d6e41b8afc91a237,WATCH_CANDIDATE,s6event-e5e613fe70f98c8167c9,1,2025-08-05,2025-08-05,True,True,SUPPORT_PULLBACK
2025-08-05,688202,美迪西,s6setup-4a027ef3cdd811824e39,KEY_CANDIDATE,s6event-18c409df76a3c383cdba,1,2025-08-05,,True,False,NONE
2025-08-05,688360,德马科技,s6setup-a7c795d7a40c684cc76a,WATCH_CANDIDATE,s6event-5fb45536c9b726f19db8,1,2025-08-05,,True,False,NONE
2025-08-06,000932,华菱钢铁,s6setup-e112473ba7fccbb736ed,WATCH_CANDIDATE,s6event-e2eba6981ab8485f99ee,1,2025-08-06,,True,False,NONE
2025-08-06,002167,东方锆业,s6setup-85f6927b89a425123231,WATCH_CANDIDATE,s6event-f81d91ebd4a1706c785d,2,2025-08-04,2025-08-06,False,True,SUPPORT_PULLBACK
2025-08-06,002266,浙富控股,s6setup-4cab1a9a8619d98012cf,WATCH_CANDIDATE,s6event-0a81e898b2afc39b1025,1,2025-08-06,2025-08-06,True,True,SUPPORT_PULLBACK
2025-08-06,300748,金力永磁,s6setup-eec7e79d4070d31833e4,WATCH_CANDIDATE,s6event-85fb7e8248d15fe3e015,1,2025-08-06,,True,False,NONE
2025-08-06,600875,东方电气,s6setup-93eb128ab6ce4fc6345b,WATCH_CANDIDATE,s6event-e83fd96d7c8e4be83e36,1,2025-08-06,2025-08-06,True,True,SUPPORT_PULLBACK
2025-08-06,601208,东材科技,s6setup-943aee4145a0956ad753,WATCH_CANDIDATE,s6event-0ff0211087397253edce,2,2025-08-05,,False,False,NONE
2025-08-06,688202,美迪西,s6setup-4a027ef3cdd811824e39,KEY_CANDIDATE,s6event-18c409df76a3c383cdba,2,2025-08-05,2025-08-06,False,True,SUPPORT_PULLBACK
2025-08-06,688321,微芯生物,s6setup-5377fd2a99f58cc9c3ef,WATCH_CANDIDATE,s6event-2d33d6772dc70c364cf3,1,2025-08-06,2025-08-06,True,True,SUPPORT_PULLBACK
2025-08-06,688718,唯赛勃,s6setup-587e5aa084c9ac94571a,KEY_CANDIDATE,s6event-6d8b18b218b332c25fd3,1,2025-08-06,2025-08-06,True,True,SUPPORT_PULLBACK
2025-08-07,000758,中色股份,s6setup-993b4afe570f8c7d2858,KEY_CANDIDATE,s6event-07cb3e3e74d040983648,1,2025-08-07,,True,False,NONE
2025-08-07,002167,东方锆业,s6setup-ba567dd5684552a75a60,KEY_CANDIDATE,s6event-f81d91ebd4a1706c785d,3,2025-08-04,2025-08-06,False,False,NONE
2025-08-07,300476,胜宏科技,s6setup-3a514f007a046a076145,WATCH_CANDIDATE,s6event-af19e44c61ed308c7814,1,2025-08-07,,True,False,NONE
2025-08-07,300748,金力永磁,s6setup-328e9be037b690700a4d,WATCH_CANDIDATE,s6event-dfb219f79c6635932ef7,1,2025-08-07,,True,False,NONE
2025-08-07,600259,中稀有色,s6setup-6269b43b909404dd33ac,KEY_CANDIDATE,s6event-fd87989bc0eb4a3d92cd,1,2025-08-07,,True,False,WAIT_BREAKOUT
2025-08-07,600528,中铁工业,s6setup-683dc450a5cedcef3079,WATCH_CANDIDATE,s6event-5264ed1157ecc9daef65,1,2025-08-07,2025-08-07,True,True,SUPPORT_PULLBACK
2025-08-07,600751,海航科技,s6setup-c9a7c7446fa693b596db,WATCH_CANDIDATE,s6event-7ca1571b84c1a71e7513,2,2025-08-05,,False,False,NONE
2025-08-07,600801,华新建材,s6setup-19ce1de975b65f1252f1,KEY_CANDIDATE,s6event-3e777513d560e9f3cd36,1,2025-08-07,2025-08-07,True,True,SUPPORT_PULLBACK
2025-08-08,000932,华菱钢铁,s6setup-e112473ba7fccbb736ed,WATCH_CANDIDATE,s6event-e2eba6981ab8485f99ee,2,2025-08-06,,False,False,NONE
2025-08-08,002320,海峡股份,s6setup-f5a15e8088587ad71f14,WATCH_CANDIDATE,s6event-71e7369ef816ea0ed39d,1,2025-08-08,2025-08-08,True,True,SUPPORT_PULLBACK
2025-08-08,002497,雅化集团,s6setup-cf20e1fed216940f1881,KEY_CANDIDATE,s6event-b12b79064de6f5fddb93,1,2025-08-08,,True,False,NONE
2025-08-08,002736,国信证券,s6setup-80f9b3481d3dc454be12,KEY_CANDIDATE,s6event-2f2fd917ac75b035d4d0,1,2025-08-08,2025-08-08,True,True,SUPPORT_PULLBACK
2025-08-08,600875,东方电气,s6setup-93eb128ab6ce4fc6345b,KEY_CANDIDATE,s6event-e83fd96d7c8e4be83e36,2,2025-08-06,2025-08-06,False,False,SUPPORT_PULLBACK
2025-08-08,601696,中银证券,s6setup-43ca95e27d2be3639d49,WATCH_CANDIDATE,s6event-4448abf1df8af477fc80,1,2025-08-08,2025-08-08,True,True,SUPPORT_PULLBACK
2025-08-08,688156,路德科技,s6setup-e7a7fa42e720b4bdcd48,WATCH_CANDIDATE,s6event-39e3a74b97c739b426fd,1,2025-08-08,,True,False,NONE
2025-08-08,688619,罗普特,s6setup-7c01ea40d583d6ba5ac5,KEY_CANDIDATE,s6event-16d8a27bf87c3b2f3439,5,2025-07-03,2025-07-04,False,False,NONE
2025-08-08,688718,唯赛勃,s6setup-587e5aa084c9ac94571a,KEY_CANDIDATE,s6event-6d8b18b218b332c25fd3,2,2025-08-06,2025-08-06,False,False,SUPPORT_PULLBACK
2025-08-11,002320,海峡股份,s6setup-75a051b002ec2857a2d9,WATCH_CANDIDATE,s6event-71e7369ef816ea0ed39d,2,2025-08-08,2025-08-08,False,False,NONE
2025-08-11,002384,东山精密,s6setup-54711404d4e96e1c7c62,WATCH_CANDIDATE,s6event-c121a00045db8b78f7f5,1,2025-08-11,2025-08-11,True,True,SUPPORT_PULLBACK
2025-08-11,600418,江淮汽车,s6setup-1bc395233ee8e4509cec,WATCH_CANDIDATE,s6event-b28e92dece14c478a2d4,1,2025-08-11,2025-08-11,True,True,SUPPORT_PULLBACK
2025-08-11,600875,东方电气,s6setup-fdc17521e378be474b4a,KEY_CANDIDATE,s6event-e83fd96d7c8e4be83e36,3,2025-08-06,2025-08-06,False,False,SUPPORT_PULLBACK
2025-08-11,601208,东材科技,s6setup-36f0f2909d391d6e38bc,WATCH_CANDIDATE,s6event-0ff0211087397253edce,3,2025-08-05,2025-08-11,False,True,SUPPORT_PULLBACK
2025-08-11,601696,中银证券,s6setup-43ca95e27d2be3639d49,WATCH_CANDIDATE,s6event-4448abf1df8af477fc80,2,2025-08-08,2025-08-08,False,False,SUPPORT_PULLBACK
2025-08-11,688051,佳华科技,s6setup-104981bd2fba18d90be6,WATCH_CANDIDATE,s6event-c6795c645f3e24606a35,1,2025-08-11,,True,False,NONE
2025-08-11,688156,路德科技,s6setup-c91f1dc33af262dcbd9e,WATCH_CANDIDATE,s6event-39e3a74b97c739b426fd,2,2025-08-08,,False,False,NONE
2025-08-11,688619,罗普特,s6setup-e1c90a5393f6e38a6a7d,WATCH_CANDIDATE,s6event-16d8a27bf87c3b2f3439,6,2025-07-03,2025-07-04,False,False,SUPPORT_PULLBACK
2025-08-11,688718,唯赛勃,s6setup-587e5aa084c9ac94571a,WATCH_CANDIDATE,s6event-6d8b18b218b332c25fd3,3,2025-08-06,2025-08-06,False,False,NONE
2025-08-12,002736,国信证券,s6setup-f4cdd39f619657adc0b6,WATCH_CANDIDATE,s6event-2f2fd917ac75b035d4d0,2,2025-08-08,2025-08-08,False,False,SUPPORT_PULLBACK
2025-08-12,300395,菲利华,s6setup-57bcd605c67faf9172c7,WATCH_CANDIDATE,s6event-1ce8661914ed30d1681f,1,2025-08-12,2025-08-12,True,True,SUPPORT_PULLBACK
2025-08-12,601208,东材科技,s6setup-66ff23da83b73dbac3e3,WATCH_CANDIDATE,s6event-0ff0211087397253edce,4,2025-08-05,2025-08-11,False,False,SUPPORT_PULLBACK
2025-08-12,601696,中银证券,s6setup-43ca95e27d2be3639d49,WATCH_CANDIDATE,s6event-4448abf1df8af477fc80,3,2025-08-08,2025-08-08,False,False,NONE
2025-08-12,603444,吉比特,s6setup-5495057d612d3532c841,WATCH_CANDIDATE,s6event-48693de559ed1a82211c,1,2025-08-12,,True,False,NONE
2025-08-12,603486,科沃斯,s6setup-47bc24e67bfced45806f,WATCH_CANDIDATE,s6event-a6de733253c6609b7753,1,2025-08-12,2025-08-12,True,True,SUPPORT_PULLBACK
2025-08-12,603993,洛阳钼业,s6setup-b480475ca9ae290a0c96,WATCH_CANDIDATE,s6event-4bd6947d2481f0dc0d6e,1,2025-08-12,,True,False,NONE
2025-08-12,688051,佳华科技,s6setup-3ce14f1cd14688c5860b,WATCH_CANDIDATE,s6event-1ed686bf7fa95040b445,1,2025-08-12,,True,False,NONE
2025-08-12,688619,罗普特,s6setup-e1c90a5393f6e38a6a7d,WATCH_CANDIDATE,s6event-16d8a27bf87c3b2f3439,7,2025-07-03,2025-07-04,False,False,NONE
2025-08-12,688718,唯赛勃,s6setup-587e5aa084c9ac94571a,WATCH_CANDIDATE,s6event-6d8b18b218b332c25fd3,4,2025-08-06,2025-08-06,False,False,SUPPORT_PULLBACK
2025-08-13,300149,睿智医药,s6setup-14e2fd006350f69eb194,WATCH_CANDIDATE,s6event-7a5c06acc7ae83524ac1,1,2025-08-13,2025-08-13,True,True,SUPPORT_PULLBACK
2025-08-13,301205,联特科技,s6setup-808964121f9c9756fb5d,WATCH_CANDIDATE,s6event-c10c7779e5916b4351cb,2,2025-07-15,2025-07-15,False,False,NONE
2025-08-13,600010,包钢股份,s6setup-4fe377f3079b4d40efa0,KEY_CANDIDATE,s6event-8b421cb76667f0297c32,1,2025-08-13,2025-08-13,True,True,SUPPORT_PULLBACK
2025-08-13,601696,中银证券,s6setup-7b9444423ee5055c15dd,WATCH_CANDIDATE,s6event-4448abf1df8af477fc80,4,2025-08-08,2025-08-08,False,False,NONE
2025-08-13,603444,吉比特,s6setup-5495057d612d3532c841,WATCH_CANDIDATE,s6event-48693de559ed1a82211c,2,2025-08-12,,False,False,NONE
2025-08-13,603486,科沃斯,s6setup-470f43d1726fab973716,WATCH_CANDIDATE,s6event-a6de733253c6609b7753,2,2025-08-12,2025-08-12,False,False,SUPPORT_PULLBACK
2025-08-13,688062,迈威生物,s6setup-f58a2dbfae45133fcf4f,WATCH_CANDIDATE,s6event-0de54682742e6e639f5f,1,2025-08-13,,True,False,NONE
2025-08-13,688166,博瑞医药,s6setup-5b3367285908984eeb2d,KEY_CANDIDATE,s6event-ebe7ed2caa25be26d3d3,1,2025-08-13,,True,False,NONE
2025-08-13,688278,特宝生物,s6setup-a8fa994084285c828d33,WATCH_CANDIDATE,s6event-66cb89222d81c95e6822,1,2025-08-13,2025-08-13,True,True,SUPPORT_PULLBACK
2025-08-14,300149,睿智医药,s6setup-14e2fd006350f69eb194,WATCH_CANDIDATE,s6event-7a5c06acc7ae83524ac1,2,2025-08-13,2025-08-13,False,False,SUPPORT_PULLBACK
2025-08-14,300835,龙磁科技,s6setup-e47593b0fd6194b50ca0,WATCH_CANDIDATE,s6event-32192e342f60fdef58b0,1,2025-08-14,2025-08-14,True,True,SUPPORT_PULLBACK
2025-08-14,600111,北方稀土,s6setup-d0cb7bb1e73364345296,KEY_CANDIDATE,s6event-ea0f24b8592c760e22a8,1,2025-08-14,2025-08-14,True,True,SUPPORT_PULLBACK
2025-08-14,603486,科沃斯,s6setup-470f43d1726fab973716,WATCH_CANDIDATE,s6event-a6de733253c6609b7753,3,2025-08-12,2025-08-12,False,False,SUPPORT_PULLBACK
2025-08-15,002437,誉衡药业,s6setup-5442f11c5e91b7c56495,KEY_CANDIDATE,s6event-d4b2cac179effb80c1bd,1,2025-08-15,,True,False,NONE
2025-08-15,002468,申通快递,s6setup-66821b502a63d7b903c1,KEY_CANDIDATE,s6event-f8d7c026730254fece6f,1,2025-08-15,2025-08-15,True,True,SUPPORT_PULLBACK
2025-08-15,300835,龙磁科技,s6setup-b89e78056c5700207419,WATCH_CANDIDATE,s6event-32192e342f60fdef58b0,2,2025-08-14,2025-08-14,False,False,SUPPORT_PULLBACK
2025-08-15,600111,北方稀土,s6setup-ee7524a4bbf0748140c0,WATCH_CANDIDATE,s6event-ea0f24b8592c760e22a8,2,2025-08-14,2025-08-14,False,False,SUPPORT_PULLBACK
2025-08-15,603367,辰欣药业,s6setup-6768125f8d087509f817,WATCH_CANDIDATE,s6event-9d58606275b072147e92,1,2025-08-15,2025-08-15,True,True,SUPPORT_PULLBACK
2025-08-15,603486,科沃斯,s6setup-470f43d1726fab973716,WATCH_CANDIDATE,s6event-a6de733253c6609b7753,4,2025-08-12,2025-08-12,False,False,NONE
2025-08-15,688166,博瑞医药,s6setup-43f97e3badd8202b13e5,WATCH_CANDIDATE,s6event-ebe7ed2caa25be26d3d3,2,2025-08-13,2025-08-15,False,True,SUPPORT_PULLBACK
2025-08-15,688278,特宝生物,s6setup-02bdc87ef3d89554e3b1,KEY_CANDIDATE,s6event-66cb89222d81c95e6822,2,2025-08-13,2025-08-13,False,False,SUPPORT_PULLBACK
2025-08-18,002370,亚太药业,s6setup-fe289e76158a79f63716,WATCH_CANDIDATE,s6event-6dfd7a6da7efa71934de,1,2025-08-18,,True,False,NONE
2025-08-18,002570,贝因美,s6setup-fb7486452e9473d13c9e,WATCH_CANDIDATE,s6event-db492a164356e4f7b4e8,1,2025-08-18,2025-08-18,True,True,SUPPORT_PULLBACK
2025-08-18,300624,万兴科技,s6setup-c22cd4b2e561cbf60d9f,WATCH_CANDIDATE,s6event-ef8004a51296479ad73a,1,2025-08-18,2025-08-18,True,True,SUPPORT_PULLBACK
2025-08-18,301171,易点天下,s6setup-cfd4132eac82cffd3d85,KEY_CANDIDATE,s6event-da20790441b784dc3fdd,1,2025-08-18,,True,False,NONE
2025-08-18,600010,包钢股份,s6setup-4fe377f3079b4d40efa0,KEY_CANDIDATE,s6event-8b421cb76667f0297c32,2,2025-08-13,2025-08-13,False,False,NONE
2025-08-18,603200,上海洗霸,s6setup-b77ecfed67879a74832d,WATCH_CANDIDATE,s6event-eeda90a04e234511721d,1,2025-08-18,2025-08-18,True,True,SUPPORT_PULLBACK
2025-08-18,603486,科沃斯,s6setup-470f43d1726fab973716,WATCH_CANDIDATE,s6event-a6de733253c6609b7753,5,2025-08-12,2025-08-12,False,False,NONE
2025-08-18,688118,普元信息,s6setup-5432c73552dd1d9dabb9,KEY_CANDIDATE,s6event-009e4941c57c8ea98fd6,1,2025-08-18,2025-08-18,True,True,SUPPORT_PULLBACK
2025-08-18,688163,赛伦生物,s6setup-5ed925011de066dfabcf,WATCH_CANDIDATE,s6event-347851109acfa2a22d75,1,2025-08-18,,True,False,NONE
2025-08-18,688166,博瑞医药,s6setup-ea5cc446b042bb37d50c,WATCH_CANDIDATE,s6event-ebe7ed2caa25be26d3d3,3,2025-08-13,2025-08-15,False,False,NONE
2025-08-19,002468,申通快递,s6setup-66821b502a63d7b903c1,WATCH_CANDIDATE,s6event-f8d7c026730254fece6f,2,2025-08-15,2025-08-15,False,False,NONE
2025-08-19,002570,贝因美,s6setup-09685ae07a1322de6348,KEY_CANDIDATE,s6event-db492a164356e4f7b4e8,2,2025-08-18,2025-08-18,False,False,NONE
2025-08-19,603367,辰欣药业,s6setup-4fb3b799ff588c2f84cc,WATCH_CANDIDATE,s6event-9d58606275b072147e92,2,2025-08-15,2025-08-15,False,False,NONE
2025-08-19,688166,博瑞医药,s6setup-ea5cc446b042bb37d50c,WATCH_CANDIDATE,s6event-ebe7ed2caa25be26d3d3,4,2025-08-13,2025-08-15,False,False,SUPPORT_PULLBACK
2025-08-19,688171,纬德信息,s6setup-13e1106ba97e88d232a2,WATCH_CANDIDATE,s6event-1308fc20ccbfc88a0a09,1,2025-08-19,,True,False,NONE
2025-08-20,300581,晨曦航空,s6setup-8764343d809f6e381476,WATCH_CANDIDATE,s6event-fb3091d5224996bdec90,1,2025-08-20,2025-08-20,True,True,SUPPORT_PULLBACK
2025-08-20,603367,辰欣药业,s6setup-4fb3b799ff588c2f84cc,WATCH_CANDIDATE,s6event-9d58606275b072147e92,3,2025-08-15,2025-08-15,False,False,SUPPORT_PULLBACK
2025-08-20,688166,博瑞医药,s6setup-5b3367285908984eeb2d,WATCH_CANDIDATE,s6event-ebe7ed2caa25be26d3d3,5,2025-08-13,2025-08-15,False,False,SUPPORT_PULLBACK
2025-08-20,688171,纬德信息,s6setup-31a941667c3af445228c,WATCH_CANDIDATE,s6event-ecae1ad06cd437d5ad36,1,2025-08-20,2025-08-20,True,True,SUPPORT_PULLBACK
2025-08-20,688466,金科环境,s6setup-bd351bf55507977990c2,WATCH_CANDIDATE,s6event-c93731500434436f93e4,1,2025-08-20,2025-08-20,True,True,SUPPORT_PULLBACK
2025-08-21,300009,安科生物,s6setup-7c0a2e31b657333f72d7,WATCH_CANDIDATE,s6event-52beecec9f0b3dac324b,1,2025-08-21,,True,False,NONE
2025-08-21,300644,南京聚隆,s6setup-0ad2951473f2b0d260d8,WATCH_CANDIDATE,s6event-091ce95963480c6ded9c,1,2025-08-21,2025-08-21,True,True,SUPPORT_PULLBACK
2025-08-21,688171,纬德信息,s6setup-21a71258455e9c272f77,WATCH_CANDIDATE,s6event-ad1171dab94480ec05b3,1,2025-08-21,,True,False,NONE
2025-08-21,688507,索辰科技,s6setup-987937c145bed8deb782,KEY_CANDIDATE,s6event-9126af4323913d1af5a3,1,2025-08-21,2025-08-21,True,True,SUPPORT_PULLBACK
2025-08-22,300009,安科生物,s6setup-b0925db5e4e62724fea7,WATCH_CANDIDATE,s6event-52beecec9f0b3dac324b,2,2025-08-21,2025-08-22,False,True,SUPPORT_PULLBACK
2025-08-22,300600,国瑞科技,s6setup-505fdc69398e03985840,WATCH_CANDIDATE,s6event-40132ab68596f6811617,1,2025-08-22,2025-08-22,True,True,SUPPORT_PULLBACK
2025-08-22,300677,英科医疗,s6setup-643de4ab37ff183c8d60,WATCH_CANDIDATE,s6event-9b331a1cd1b04f6ffcfb,1,2025-08-22,,True,False,NONE
2025-08-22,301389,隆扬电子,s6setup-a6837231cfdf54aa08e7,KEY_CANDIDATE,s6event-c82910a511527b7469e7,2,2025-07-25,2025-07-25,False,False,SUPPORT_PULLBACK
2025-08-22,600184,光电股份,s6setup-a7c11205c842d67862c0,WATCH_CANDIDATE,s6event-a4d996cc11c09c7054f0,1,2025-08-22,2025-08-22,True,True,SUPPORT_PULLBACK
2025-08-22,600629,华建集团,s6setup-9b4aa7e551d0adac65f9,WATCH_CANDIDATE,s6event-97ecd243fe547a9d9cd4,1,2025-08-22,2025-08-22,True,True,SUPPORT_PULLBACK
2025-08-25,002317,众生药业,s6setup-dd1f38847239157305df,WATCH_CANDIDATE,s6event-b4f942168b86b94eb5c8,1,2025-08-25,2025-08-25,True,True,SUPPORT_PULLBACK
2025-08-25,300009,安科生物,s6setup-202be4c3970aed5518b3,WATCH_CANDIDATE,s6event-52beecec9f0b3dac324b,3,2025-08-21,2025-08-22,False,False,SUPPORT_PULLBACK
2025-08-25,300600,国瑞科技,s6setup-505fdc69398e03985840,KEY_CANDIDATE,s6event-40132ab68596f6811617,2,2025-08-22,2025-08-22,False,False,SUPPORT_PULLBACK
2025-08-25,300677,英科医疗,s6setup-df4ae981180f5c5a8c07,WATCH_CANDIDATE,s6event-1976f524c7361258915c,1,2025-08-25,,True,False,NONE
2025-08-25,300706,阿石创,s6setup-4a4c09b4357671ae65c4,WATCH_CANDIDATE,s6event-0b013e21404f8c93e0e6,1,2025-08-25,2025-08-25,True,True,SUPPORT_PULLBACK
2025-08-25,300841,康华生物,s6setup-85b7e487b3678d3e645e,KEY_CANDIDATE,s6event-b283dfe7643863c1dd85,1,2025-08-25,2025-08-25,True,True,SUPPORT_PULLBACK
2025-08-25,300875,捷强装备,s6setup-54b2ea3088df36967b33,WATCH_CANDIDATE,s6event-812b4cf02f8147d33f48,1,2025-08-25,,True,False,NONE
2025-08-25,300885,海昌新材,s6setup-91a7df50d36c56618b19,KEY_CANDIDATE,s6event-0948a8c7f4b8db7c8755,1,2025-08-25,2025-08-25,True,True,SUPPORT_PULLBACK
2025-08-25,301389,隆扬电子,s6setup-c4db0ea54a9916e2ca2f,KEY_CANDIDATE,s6event-c82910a511527b7469e7,3,2025-07-25,2025-07-25,False,False,NONE
2025-08-25,688551,科威尔,s6setup-bddb947dce9126d52aeb,KEY_CANDIDATE,s6event-1e0e612f44e96e448220,1,2025-08-25,2025-08-25,True,True,SUPPORT_PULLBACK
2025-08-25,688580,伟思医疗,s6setup-226dc50c5699e0586f0a,WATCH_CANDIDATE,s6event-40b1b5b5cd1a8bfdf1ac,1,2025-08-25,,True,False,NONE
2025-08-26,002020,京新药业,s6setup-735a7477be0fea18fc9c,WATCH_CANDIDATE,s6event-42f01b5f72838994fcb9,1,2025-08-26,,True,False,NONE
2025-08-26,300009,安科生物,s6setup-993ceb978dfc476a231f,WATCH_CANDIDATE,s6event-52beecec9f0b3dac324b,4,2025-08-21,2025-08-22,False,False,SUPPORT_PULLBACK
2025-08-26,300841,康华生物,s6setup-85b7e487b3678d3e645e,KEY_CANDIDATE,s6event-b283dfe7643863c1dd85,2,2025-08-25,2025-08-25,False,False,SUPPORT_PULLBACK
2025-08-26,300875,捷强装备,s6setup-97303033618698e750c3,KEY_CANDIDATE,s6event-812b4cf02f8147d33f48,2,2025-08-25,2025-08-26,False,True,SUPPORT_PULLBACK
2025-08-26,301357,北方长龙,s6setup-ef0e9918778ead33c400,WATCH_CANDIDATE,s6event-6d4e898543eb6a0e45db,1,2025-08-26,2025-08-26,True,True,SUPPORT_PULLBACK
2025-08-26,301389,隆扬电子,s6setup-412d7a24e21a48d36b65,KEY_CANDIDATE,s6event-c82910a511527b7469e7,4,2025-07-25,2025-07-25,False,False,SUPPORT_PULLBACK
2025-08-26,688258,卓易信息,s6setup-27ba67f0c9d04314e9b1,WATCH_CANDIDATE,s6event-56ba5723852c1d06a740,1,2025-08-26,2025-08-26,True,True,SUPPORT_PULLBACK
2025-08-26,688403,汇成股份,s6setup-228e8589ec4fb8ab919f,KEY_CANDIDATE,s6event-12e8a124a10c8129c293,1,2025-08-26,,True,False,NONE
2025-08-26,688580,伟思医疗,s6setup-b85e5d261c56c40edb68,WATCH_CANDIDATE,s6event-8aedeb2ce254bf45dce6,1,2025-08-26,2025-08-26,True,True,SUPPORT_PULLBACK
2025-08-27,000901,航天科技,s6setup-91fdaaeb5fd78ee71f25,WATCH_CANDIDATE,s6event-4985da626d0f9c84351d,1,2025-08-27,2025-08-27,True,True,SUPPORT_PULLBACK
2025-08-27,300322,硕贝德,s6setup-e9a0df59c2144700236e,KEY_CANDIDATE,s6event-96f5cb076e71c6c1d376,1,2025-08-27,2025-08-27,True,True,SUPPORT_PULLBACK
2025-08-27,688403,汇成股份,s6setup-228e8589ec4fb8ab919f,WATCH_CANDIDATE,s6event-12e8a124a10c8129c293,2,2025-08-26,2025-08-27,False,True,SUPPORT_PULLBACK
2025-08-28,000901,航天科技,s6setup-91fdaaeb5fd78ee71f25,KEY_CANDIDATE,s6event-4985da626d0f9c84351d,2,2025-08-27,2025-08-27,False,False,SUPPORT_PULLBACK
