code,name,board,board_label,candidate_type,classification,signal_date,entry_date,entry_model,signal_close,entry_price,total_score,support_status,main_support_ma,main_support_distance,strength_trigger,high_trigger,max_drawdown,return_5d,return_10d,return_20d,exit_date_5d,exit_date_10d,exit_date_20d
688458,美芯晟,KCB,科创板,WATCH_CANDIDATE,observe,2025-10-27,2025-10-28,NEXT_OPEN,42.79,42.8,39.12,SPRINT_MA50_TESTING,MA50,0.059621,single_day_surge,new_120d_high,-0.17243,-0.031776,-0.071028,-0.149766,2025-11-03,2025-11-10,2025-11-24
688610,埃科光电,KCB,科创板,WATCH_CANDIDATE,observe,2025-10-27,2025-10-28,NEXT_OPEN,77.39,78.49,59.21,SPRINT_MA20_SUPPORT,MA20,0.047448,single_day_surge,new_120d_high,-0.231367,-0.12371,-0.14091,-0.213913,2025-11-03,2025-11-10,2025-11-24
002670,国盛证券,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2025-10-31,2025-11-03,NEXT_OPEN,20.91,20.8,53.05,SPRINT_MA20_SUPPORT,MA20,0.030607,single_day_surge,new_120d_high,-0.170192,-0.032212,-0.118269,-0.133654,2025-11-07,2025-11-14,2025-11-28
600988,赤峰黄金,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2025-11-05,2025-11-06,NEXT_OPEN,28.94,28.91,50.04,SPRINT_MA20_SUPPORT,MA20,0.021856,single_day_surge,new_120d_high,-0.011069,0.043584,0.073331,0.057074,2025-11-12,2025-11-19,2025-12-03
002236,大华股份,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2025-11-07,2025-11-10,NEXT_OPEN,19.76,19.81,58.67,SPRINT_MA20_SUPPORT,MA20,0.012753,single_day_surge,new_120d_high,-0.103988,-0.040384,-0.09894,-0.056537,2025-11-14,2025-11-21,2025-12-05
002249,大洋电机,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2025-11-07,2025-11-10,NEXT_OPEN,11.625,11.605,67.93,SPRINT_MA20_SUPPORT,MA20,0.003226,single_day_surge,new_120d_high,-0.190435,-0.093063,-0.171478,-0.077553,2025-11-14,2025-11-21,2025-12-05
300655,晶瑞电材,CYB,创业板,WATCH_CANDIDATE,observe,2025-11-07,2025-11-10,NEXT_OPEN,16.112,16.074,65.05,SPRINT_MA20_SUPPORT,MA20,0.051285,single_day_surge,new_120d_high,-0.111422,-0.086537,-0.107254,-0.052134,2025-11-14,2025-11-21,2025-12-05
600183,生益科技,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2025-11-07,2025-11-10,NEXT_OPEN,61.75,61.75,69.81,SPRINT_MA20_SUPPORT,MA20,0.017757,ret_50d,new_120d_high,-0.175709,-0.092794,-0.152874,-0.085668,2025-11-14,2025-11-21,2025-12-05
600549,厦门钨业,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2025-11-07,2025-11-10,NEXT_OPEN,34.51,34.7,61.74,SPRINT_MA20_SUPPORT,MA20,0.046755,single_day_surge,new_120d_high,-0.102305,-0.0317,-0.096542,0.018444,2025-11-14,2025-11-21,2025-12-05
600601,方正科技,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2025-11-07,2025-11-10,NEXT_OPEN,11.86,11.86,63.48,SPRINT_MA20_SUPPORT,MA20,0.045868,single_day_surge,new_120d_high,-0.096965,-0.088533,-0.009275,-0.027825,2025-11-14,2025-11-21,2025-12-05
688125,安达智能,KCB,科创板,KEY_CANDIDATE,highlight,2025-11-07,2025-11-10,NEXT_OPEN,64.01,63.43,73.08,SPRINT_MA10_SUPPORT,MA10,0.010514,single_day_surge,new_120d_high,0.0,0.041463,0.081192,0.157181,2025-11-14,2025-11-21,2025-12-05
688227,品高股份,KCB,科创板,WATCH_CANDIDATE,observe,2025-11-07,2025-11-10,NEXT_OPEN,33.86,33.88,40.64,SPRINT_MA50_TESTING,MA50,0.01736,single_day_surge,new_120d_high,-0.005018,0.141677,0.446871,1.069067,2025-11-14,2025-11-21,2025-12-05
688059,华锐精密,KCB,科创板,WATCH_CANDIDATE,observe,2025-11-14,2025-11-17,NEXT_OPEN,79.5,79.2,62.6,SPRINT_MA20_SUPPORT,MA20,0.022717,single_day_surge,new_120d_high,-0.091793,-0.06048,0.018308,0.049369,2025-11-21,2025-11-28,2025-12-12
688308,欧科亿,KCB,科创板,WATCH_CANDIDATE,observe,2025-11-14,2025-11-17,NEXT_OPEN,30.28,29.99,76.32,SPRINT_MA20_SUPPORT,MA20,0.024686,ret_20d,new_120d_high,-0.101701,-0.0987,0.006002,-0.015338,2025-11-21,2025-11-28,2025-12-12
688372,伟测科技,KCB,科创板,WATCH_CANDIDATE,observe,2025-11-14,2025-11-17,NEXT_OPEN,90.4,90.45,62.75,SPRINT_MA20_SUPPORT,MA20,0.022854,single_day_surge,new_120d_high,-0.082698,-0.081813,0.024765,0.131564,2025-11-21,2025-11-28,2025-12-12
688257,新锐股份,KCB,科创板,WATCH_CANDIDATE,observe,2025-11-21,2025-11-24,NEXT_OPEN,18.071,18.071,70.28,SPRINT_MA20_SUPPORT,MA20,0.00995,ret_50d,new_120d_high,-0.05257,0.041946,0.1099,0.226108,2025-11-28,2025-12-05,2025-12-19
688231,隆达股份,KCB,科创板,WATCH_CANDIDATE,observe,2025-11-28,2025-12-01,NEXT_OPEN,19.212,19.173,68.05,SPRINT_MA20_SUPPORT,MA20,0.028545,single_day_surge,new_120d_high,-0.080165,-0.000417,0.177281,0.077766,2025-12-05,2025-12-12,2025-12-26
300750,宁德时代,CYB,创业板,KEY_CANDIDATE,highlight,2025-12-05,2025-12-08,NEXT_OPEN,382.18,383.52,62.6,SPRINT_MA5_SUPPORT,MA5,0.01773,single_day_surge,new_120d_high,-0.062239,0.003572,-0.04284,-0.042866,2025-12-12,2025-12-19,2026-01-06
688109,品茗科技,KCB,科创板,KEY_CANDIDATE,highlight,2025-12-05,2025-12-08,NEXT_OPEN,158.76,162.75,80.66,SPRINT_MA5_SUPPORT,MA5,0.00965,ret_50d,new_120d_high,-0.32,-0.043932,-0.2298,-0.167127,2025-12-12,2025-12-19,2026-01-06
688209,英集芯,KCB,科创板,WATCH_CANDIDATE,observe,2025-12-12,2025-12-15,NEXT_OPEN,22.358,22.318,50.03,SPRINT_MA20_SUPPORT,MA20,0.030459,single_day_surge,new_120d_high,-0.111121,-0.101264,-0.082445,-0.024644,2025-12-19,2025-12-26,2026-01-13
300346,南大光电,CYB,创业板,WATCH_CANDIDATE,observe,2025-12-26,2025-12-29,NEXT_OPEN,44.79,44.43,61.48,SPRINT_MA20_SUPPORT,MA20,0.024972,single_day_surge,new_120d_high,-0.04704,0.028809,0.227099,0.289669,2026-01-06,2026-01-13,2026-01-27
300394,天孚通信,CYB,创业板,WATCH_CANDIDATE,observe,2025-12-26,2025-12-29,NEXT_OPEN,151.86,150.04,72.45,SPRINT_MA20_SUPPORT,MA20,0.019567,ret_20d,new_120d_high,-0.135164,-0.042855,-0.09884,-0.003332,2026-01-06,2026-01-13,2026-01-27
300456,赛微电子,CYB,创业板,WATCH_CANDIDATE,observe,2025-12-26,2025-12-29,NEXT_OPEN,56.95,56.51,79.13,SPRINT_MA20_SUPPORT,MA20,0.008156,ret_50d,new_120d_high,-0.117147,-0.065652,0.049726,-0.056627,2026-01-06,2026-01-13,2026-01-27
300502,新易盛,CYB,创业板,KEY_CANDIDATE,highlight,2025-12-26,2025-12-29,NEXT_OPEN,317.36,313.57,76.0,SPRINT_MA10_SUPPORT,MA10,0.010206,ret_20d,new_120d_high,-0.15365,-0.051121,-0.129381,-0.092834,2026-01-06,2026-01-13,2026-01-27
688167,炬光科技,KCB,科创板,WATCH_CANDIDATE,observe,2025-12-26,2025-12-29,NEXT_OPEN,117.956,116.367,75.31,SPRINT_MA20_SUPPORT,MA20,0.051565,single_day_surge,new_120d_high,-0.00593,0.085883,0.050564,0.258046,2026-01-06,2026-01-13,2026-01-27
002384,东山精密,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2026-01-06,2026-01-07,NEXT_OPEN,81.49,82.0,68.33,SPRINT_MA20_SUPPORT,MA20,0.002467,single_day_surge,new_120d_high,-0.125854,-0.06878,-0.097561,-0.060732,2026-01-13,2026-01-20,2026-02-03
688800,瑞可达,KCB,科创板,WATCH_CANDIDATE,observe,2026-01-06,2026-01-07,NEXT_OPEN,58.219,58.297,73.99,SPRINT_MA20_SUPPORT,MA20,0.016345,single_day_surge,new_120d_high,-0.035697,-0.021957,0.063674,0.032386,2026-01-13,2026-01-20,2026-02-03
601208,东材科技,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-01-13,2026-01-14,NEXT_OPEN,26.02,26.0,74.66,SPRINT_MA20_SUPPORT,MA20,0.004016,ret_20d,new_120d_high,-0.046538,0.026538,0.033846,0.047692,2026-01-20,2026-01-27,2026-02-10
688376,美埃科技,KCB,科创板,WATCH_CANDIDATE,observe,2026-01-13,2026-01-14,NEXT_OPEN,58.78,59.06,79.43,SPRINT_MA20_SUPPORT,MA20,0.00461,single_day_surge,new_120d_high,-0.005249,0.330003,0.230105,0.096681,2026-01-20,2026-01-27,2026-02-10
300008,天海防务,CYB,创业板,WATCH_CANDIDATE,observe,2026-01-20,2026-01-21,NEXT_OPEN,8.358,8.288,58.87,SPRINT_MA20_SUPPORT,MA20,0.006102,single_day_surge,new_120d_high,-0.04223,0.043436,0.061535,0.179778,2026-01-27,2026-02-03,2026-02-25
688623,双元科技,KCB,科创板,WATCH_CANDIDATE,observe,2026-01-26,2026-01-27,NEXT_OPEN,72.801,73.064,78.27,SPRINT_MA20_SUPPORT,MA20,0.020041,ret_50d,new_120d_high,-0.068721,-0.049422,0.005009,-0.061248,2026-02-02,2026-02-09,2026-03-03
000559,万向钱潮,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,18.31,18.13,82.64,SPRINT_MA20_SUPPORT,MA20,0.001884,ret_20d,new_120d_high,-0.100938,-0.044677,0.066189,-0.046332,2026-02-03,2026-02-10,2026-03-04
002555,三七互娱,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,26.194,26.284,71.44,SPRINT_MA20_SUPPORT,MA20,0.011415,single_day_surge,new_120d_high,-0.17425,-0.037665,-0.026632,-0.168163,2026-02-03,2026-02-10,2026-03-04
300346,南大光电,CYB,创业板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,57.3,57.34,71.68,SPRINT_MA20_SUPPORT,MA20,0.045262,ret_20d,new_120d_high,-0.124172,-0.058423,-0.040286,-0.116324,2026-02-03,2026-02-10,2026-03-04
600362,江西铜业,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,60.8,60.86,69.72,SPRINT_MA20_SUPPORT,MA20,0.047286,ret_20d,new_120d_high,-0.145416,-0.02974,-0.086428,-0.098587,2026-02-03,2026-02-10,2026-03-04
688012,中微公司,KCB,科创板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,239.416,245.403,75.37,SPRINT_MA20_SUPPORT,MA20,0.042408,ret_20d,new_120d_high,-0.103022,-0.053712,-0.04242,-0.090961,2026-02-03,2026-02-10,2026-03-04
688117,圣诺生物,KCB,科创板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,27.957,27.986,52.29,SPRINT_MA50_TESTING,MA50,0.025979,single_day_surge,new_120d_high,-0.090867,-0.01047,-0.01047,-0.081684,2026-02-03,2026-02-10,2026-03-04
688358,XD祥生医,KCB,科创板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,36.3,36.04,65.12,SPRINT_MA20_SUPPORT,MA20,0.04073,single_day_surge,new_120d_high,-0.164262,-0.02081,-0.041065,-0.158713,2026-02-03,2026-02-10,2026-03-04
688392,骄成超声,KCB,科创板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,143.605,147.805,68.68,SPRINT_MA20_SUPPORT,MA20,0.058139,single_day_surge,new_120d_high,-0.17929,-0.101485,-0.115558,-0.158317,2026-02-03,2026-02-10,2026-03-04
688720,艾森股份,KCB,科创板,WATCH_CANDIDATE,observe,2026-01-27,2026-01-28,NEXT_OPEN,58.555,58.612,69.63,SPRINT_MA20_SUPPORT,MA20,0.049371,ret_50d,new_120d_high,-0.155139,-0.104944,-0.086893,-0.154405,2026-02-03,2026-02-10,2026-03-04
300427,红相股份,CYB,创业板,WATCH_CANDIDATE,observe,2026-02-03,2026-02-04,NEXT_OPEN,15.63,15.49,61.72,SPRINT_MA20_SUPPORT,MA20,0.025208,ret_20d,new_120d_high,-0.182053,-0.086507,-0.056165,-0.009684,2026-02-10,2026-02-25,2026-03-11
300655,晶瑞电材,CYB,创业板,WATCH_CANDIDATE,observe,2026-02-03,2026-02-04,NEXT_OPEN,16.636,16.483,49.36,SPRINT_MA50_TESTING,MA50,0.001875,single_day_surge,new_120d_high,-0.121883,-0.009222,0.056058,-0.059516,2026-02-10,2026-02-25,2026-03-11
600498,烽火通信,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-02-03,2026-02-04,NEXT_OPEN,42.38,41.51,67.44,SPRINT_MA20_SUPPORT,MA20,0.050932,single_day_surge,new_120d_high,-0.074922,0.056613,0.026259,0.373886,2026-02-10,2026-02-25,2026-03-11
688125,安达智能,KCB,科创板,KEY_CANDIDATE,highlight,2026-02-03,2026-02-04,NEXT_OPEN,174.62,177.76,79.46,SPRINT_MA5_SUPPORT,MA5,0.018257,single_day_surge,new_120d_high,-0.061656,0.026496,0.254388,0.42023,2026-02-10,2026-02-25,2026-03-11
688253,英诺特,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-03,2026-02-04,NEXT_OPEN,34.997,35.007,55.7,SPRINT_MA20_SUPPORT,MA20,0.012101,single_day_surge,new_120d_high,-0.069986,-0.008855,0.021424,0.054846,2026-02-10,2026-02-25,2026-03-11
688455,科捷智能,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-03,2026-02-04,NEXT_OPEN,23.66,23.94,73.5,SPRINT_MA20_SUPPORT,MA20,0.028635,ret_50d,new_120d_high,-0.076859,-0.003342,0.015038,-0.002924,2026-02-10,2026-02-25,2026-03-11
688592,司南导航,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-04,2026-02-05,NEXT_OPEN,34.168,33.828,62.24,SPRINT_MA20_SUPPORT,MA20,0.022439,single_day_surge,new_120d_high,-0.100538,-0.007361,-0.010849,-0.059596,2026-02-11,2026-02-26,2026-03-12
002436,兴森科技,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,22.26,22.13,50.04,SPRINT_MA50_TESTING,MA50,0.007862,single_day_surge,new_120d_high,-0.011749,0.187076,0.117488,0.046995,2026-02-25,2026-03-04,2026-03-18
300672,国科微,CYB,创业板,KEY_CANDIDATE,highlight,2026-02-10,2026-02-11,NEXT_OPEN,143.81,142.09,70.39,SPRINT_MA5_SUPPORT,MA5,0.026924,ret_50d,new_120d_high,-0.082764,0.02048,-0.020691,0.394891,2026-02-25,2026-03-04,2026-03-18
600406,国电南瑞,SH_MAIN,沪主板,KEY_CANDIDATE,highlight,2026-02-10,2026-02-11,NEXT_OPEN,25.28,25.27,66.54,SPRINT_MA5_SUPPORT,MA5,0.008782,single_day_surge,new_120d_high,-0.00554,0.04907,0.113178,0.098536,2026-02-25,2026-03-04,2026-03-18
603799,华友钴业,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,69.06,69.6,50.62,SPRINT_MA50_TESTING,MA50,0.002103,single_day_surge,new_120d_high,-0.150431,0.105891,0.011638,-0.13592,2026-02-25,2026-03-04,2026-03-18
603920,世运电路,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,64.25,63.7,75.87,SPRINT_MA20_SUPPORT,MA20,0.01821,ret_50d,new_120d_high,-0.177708,-0.014443,-0.110047,-0.150235,2026-02-25,2026-03-04,2026-03-18
688059,华锐精密,KCB,科创板,KEY_CANDIDATE,highlight,2026-02-10,2026-02-11,NEXT_OPEN,99.43,99.43,87.74,SPRINT_MA5_SUPPORT,MA5,0.002494,single_day_surge,new_120d_high,0.0,0.156794,0.169667,0.165644,2026-02-25,2026-03-04,2026-03-18
688179,阿拉丁,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,15.94,15.84,65.98,SPRINT_MA20_SUPPORT,MA20,0.023338,single_day_surge,new_120d_high,-0.01452,0.162247,0.083333,0.092172,2026-02-25,2026-03-04,2026-03-18
688378,奥来德,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,36.602,36.372,75.99,SPRINT_MA20_SUPPORT,MA20,0.037457,ret_50d,new_120d_high,-0.051138,0.055812,0.040691,0.013472,2026-02-25,2026-03-04,2026-03-18
688409,富创精密,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,90.54,90.6,70.82,SPRINT_MA20_SUPPORT,MA20,0.029357,single_day_surge,new_120d_high,-0.053642,0.208609,0.073289,-0.028698,2026-02-25,2026-03-04,2026-03-18
688548,广钢气体,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,21.45,21.52,74.36,SPRINT_MA20_SUPPORT,MA20,0.023007,ret_50d,new_120d_high,-0.011152,0.159851,0.224907,0.077602,2026-02-25,2026-03-04,2026-03-18
688627,精智达,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,288.357,286.647,74.07,SPRINT_MA20_SUPPORT,MA20,0.055081,ret_20d,new_120d_high,-0.205375,0.091157,-0.071098,-0.143975,2026-02-25,2026-03-04,2026-03-18
688661,和林微纳,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,83.75,83.9,75.62,SPRINT_MA20_SUPPORT,MA20,0.03449,ret_20d,new_120d_high,-0.030989,0.239928,0.088558,0.159237,2026-02-25,2026-03-04,2026-03-18
688663,新风光,KCB,科创板,KEY_CANDIDATE,highlight,2026-02-10,2026-02-11,NEXT_OPEN,55.83,55.5,88.18,SPRINT_MA5_SUPPORT,MA5,0.002436,ret_20d,new_120d_high,-0.034234,-0.005586,0.016577,0.037297,2026-02-25,2026-03-04,2026-03-18
688737,中自科技,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-10,2026-02-11,NEXT_OPEN,27.01,27.0,67.17,SPRINT_MA20_SUPPORT,MA20,0.019789,single_day_surge,new_120d_high,-0.031481,0.048519,-0.01,0.062593,2026-02-25,2026-03-04,2026-03-18
688334,西高院,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-11,2026-02-12,NEXT_OPEN,23.655,23.785,63.74,SPRINT_MA20_SUPPORT,MA20,0.034411,single_day_surge,new_120d_high,-0.096279,0.060542,0.052134,-0.090814,2026-02-26,2026-03-05,2026-03-19
688469,芯联集成,KCB,科创板,KEY_CANDIDATE,highlight,2026-02-13,2026-02-24,NEXT_OPEN,7.66,7.88,73.78,SPRINT_MA5_SUPPORT,MA5,0.011749,single_day_surge,new_120d_high,-0.219543,-0.046954,-0.096447,-0.213198,2026-03-02,2026-03-09,2026-03-23
000737,北方铜业,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2026-02-25,2026-02-26,NEXT_OPEN,17.57,17.59,60.05,SPRINT_MA20_SUPPORT,MA20,0.018782,single_day_surge,new_120d_high,-0.295054,-0.037521,-0.088687,-0.242752,2026-03-04,2026-03-11,2026-03-25
300102,乾照光电,CYB,创业板,WATCH_CANDIDATE,observe,2026-02-25,2026-02-26,NEXT_OPEN,38.541,37.851,62.12,SPRINT_MA20_SUPPORT,MA20,0.005384,single_day_surge,new_120d_high,-0.211355,-0.126285,-0.092732,-0.181501,2026-03-04,2026-03-11,2026-03-25
688002,XD睿创微,KCB,科创板,KEY_CANDIDATE,highlight,2026-02-25,2026-02-26,NEXT_OPEN,114.71,114.51,82.88,SPRINT_MA5_SUPPORT,MA5,0.003034,ret_50d,new_120d_high,-0.159811,-0.049166,-0.060781,-0.126626,2026-03-04,2026-03-11,2026-03-25
688041,海光信息,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-25,2026-02-26,NEXT_OPEN,246.33,251.26,49.52,SPRINT_MA50_TESTING,MA50,0.030077,single_day_surge,new_120d_high,-0.192749,-0.061331,-0.028695,-0.135358,2026-03-04,2026-03-11,2026-03-25
688127,蓝特光学,KCB,科创板,KEY_CANDIDATE,highlight,2026-02-25,2026-02-26,NEXT_OPEN,49.73,50.4,83.15,SPRINT_MA5_SUPPORT,MA5,0.022079,single_day_surge,new_120d_high,-0.034325,0.020437,0.255952,0.191667,2026-03-04,2026-03-11,2026-03-25
688277,天智航,KCB,科创板,KEY_CANDIDATE,highlight,2026-02-25,2026-02-26,NEXT_OPEN,25.52,25.58,82.45,SPRINT_MA5_SUPPORT,MA5,0.011677,single_day_surge,new_120d_high,-0.167318,-0.068022,-0.02541,-0.11337,2026-03-04,2026-03-11,2026-03-25
688448,磁谷科技,KCB,科创板,WATCH_CANDIDATE,observe,2026-02-25,2026-02-26,NEXT_OPEN,48.173,48.41,67.54,SPRINT_MA20_SUPPORT,MA20,0.041104,ret_20d,new_120d_high,-0.252902,-0.017744,-0.060773,-0.138091,2026-03-04,2026-03-11,2026-03-25
300570,太辰光,CYB,创业板,WATCH_CANDIDATE,observe,2026-03-04,2026-03-05,NEXT_OPEN,131.99,135.69,67.49,SPRINT_MA20_SUPPORT,MA20,0.000996,ret_20d,new_120d_high,-0.218586,-0.043408,-0.134056,-0.182548,2026-03-11,2026-03-18,2026-04-01
601390,中国中铁,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-03-04,2026-03-05,NEXT_OPEN,5.91,6.01,58.79,SPRINT_MA20_SUPPORT,MA20,0.022927,single_day_surge,new_120d_high,-0.116473,-0.013311,-0.049917,-0.094842,2026-03-11,2026-03-18,2026-04-01
002916,深南电路,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2026-03-11,2026-03-12,NEXT_OPEN,257.2,255.6,64.32,SPRINT_MA20_SUPPORT,MA20,0.009738,single_day_surge,new_120d_high,-0.183881,0.027113,-0.078286,-0.058685,2026-03-18,2026-03-25,2026-04-09
300666,江丰电子,CYB,创业板,WATCH_CANDIDATE,observe,2026-03-11,2026-03-12,NEXT_OPEN,148.876,149.616,69.48,SPRINT_MA20_SUPPORT,MA20,0.03472,ret_20d,new_120d_high,-0.169033,-0.084082,-0.08455,0.046586,2026-03-18,2026-03-25,2026-04-09
600176,中国巨石,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-03-11,2026-03-12,NEXT_OPEN,26.31,25.93,74.46,SPRINT_MA20_SUPPORT,MA20,0.026454,ret_20d,new_120d_high,-0.174701,-0.059391,-0.032009,0.072503,2026-03-18,2026-03-25,2026-04-09
688409,富创精密,KCB,科创板,WATCH_CANDIDATE,observe,2026-03-11,2026-03-12,NEXT_OPEN,97.38,96.79,78.23,SPRINT_MA20_SUPPORT,MA20,0.000667,single_day_surge,new_120d_high,-0.182663,-0.090815,-0.106519,0.00093,2026-03-18,2026-03-25,2026-04-09
688563,航材股份,KCB,科创板,WATCH_CANDIDATE,observe,2026-03-12,2026-03-13,NEXT_OPEN,66.76,66.47,53.8,SPRINT_MA50_TESTING,MA50,0.006387,single_day_surge,new_120d_high,-0.148488,-0.091319,-0.102001,-0.103355,2026-03-19,2026-03-26,2026-04-10
600893,航发动力,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-03-18,2026-03-19,NEXT_OPEN,54.07,52.51,49.64,SPRINT_MA50_TESTING,MA50,0.077781,single_day_surge,new_120d_high,-0.129118,-0.057132,-0.067416,-0.037136,2026-03-25,2026-04-01,2026-04-16
601857,中国石油,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-03-18,2026-03-19,NEXT_OPEN,11.61,11.85,68.75,SPRINT_MA20_SUPPORT,MA20,0.001809,single_day_surge,new_120d_high,-0.059916,-0.033755,-0.002532,-0.037975,2026-03-25,2026-04-01,2026-04-16
688661,和林微纳,KCB,科创板,WATCH_CANDIDATE,observe,2026-03-18,2026-03-19,NEXT_OPEN,97.26,92.92,66.59,SPRINT_MA20_SUPPORT,MA20,0.040001,single_day_surge,new_120d_high,-0.222342,-0.089324,-0.17542,-0.082544,2026-03-25,2026-04-01,2026-04-16
688667,菱电电控,KCB,科创板,WATCH_CANDIDATE,observe,2026-03-18,2026-03-19,NEXT_OPEN,94.93,93.82,73.25,SPRINT_MA20_SUPPORT,MA20,0.008506,ret_50d,new_120d_high,-0.103816,0.008314,0.038371,0.449051,2026-03-25,2026-04-01,2026-04-16
600256,广汇能源,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-03-25,2026-03-26,NEXT_OPEN,6.84,6.89,69.8,SPRINT_MA20_SUPPORT,MA20,0.008845,single_day_surge,new_120d_high,-0.11611,-0.059507,-0.044993,-0.043541,2026-04-01,2026-04-09,2026-04-23
600938,中国海油,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-03-25,2026-03-26,NEXT_OPEN,40.58,40.57,71.01,SPRINT_MA20_SUPPORT,MA20,0.011089,single_day_surge,new_120d_high,-0.105743,-0.047572,-0.055706,-0.062361,2026-04-01,2026-04-09,2026-04-23
688300,联瑞新材,KCB,科创板,KEY_CANDIDATE,highlight,2026-04-01,2026-04-02,NEXT_OPEN,87.91,87.26,82.78,SPRINT_MA5_SUPPORT,MA5,0.019747,ret_20d,new_120d_high,-0.053289,0.068416,0.047903,-0.003782,2026-04-09,2026-04-16,2026-04-30
002429,兆驰股份,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2026-04-09,2026-04-10,NEXT_OPEN,10.143,10.293,53.07,SPRINT_MA20_SUPPORT,MA20,0.01888,single_day_surge,new_120d_high,-0.028174,-0.020402,0.264257,0.301176,2026-04-16,2026-04-23,2026-05-12
002536,飞龙股份,SZ_MAIN,深主板,WATCH_CANDIDATE,observe,2026-04-30,2026-05-06,NEXT_OPEN,35.58,35.7,62.05,SPRINT_MA20_SUPPORT,MA20,0.020377,ret_20d,new_120d_high,-0.005042,0.293838,0.290476,0.12465,2026-05-12,2026-05-19,2026-06-02
688525,佰维存储,KCB,科创板,WATCH_CANDIDATE,observe,2026-04-30,2026-05-06,NEXT_OPEN,264.87,286.49,65.02,SPRINT_MA20_SUPPORT,MA20,0.030494,ret_50d,new_120d_high,-0.019198,0.077734,0.093302,0.058292,2026-05-12,2026-05-19,2026-06-02
601778,晶科科技,SH_MAIN,沪主板,WATCH_CANDIDATE,observe,2026-05-12,2026-05-13,NEXT_OPEN,7.07,7.06,74.83,SPRINT_MA20_SUPPORT,MA20,0.05785,ret_20d,new_120d_high,-0.304533,-0.05949,-0.107649,-0.271955,2026-05-19,2026-05-26,2026-06-09
688800,瑞可达,KCB,科创板,WATCH_CANDIDATE,observe,2026-05-26,2026-05-27,NEXT_OPEN,93.271,94.637,76.74,SPRINT_MA20_SUPPORT,MA20,0.055254,ret_20d,new_120d_high,-0.178503,-0.100743,-0.075045,0.054556,2026-06-02,2026-06-09,2026-06-24
688376,美埃科技,KCB,科创板,WATCH_CANDIDATE,observe,2026-06-09,2026-06-10,NEXT_OPEN,73.73,73.43,58.47,SPRINT_MA20_SUPPORT,MA20,0.015143,single_day_surge,new_120d_high,-0.027645,0.089473,0.152118,0.266512,2026-06-16,2026-06-24,2026-07-08
